ena_acc	biosample_acc	bioarchive_code	description	site_name	objective	platform	device	osd_id	label	start_lat	start_lon	stop_lat	stop_lon	water_depth	local_date	local_start	local_end	start_date_time_utc	end_date_time_utc	iho_label	mrgid	protocol	water_temperature	salinity	biome	biome_id	feature	feature_id	material	material_id	ph	phosphate	nitrate	carbon_organic_particulate	nitrite	carbon_organic_dissolved_doc	nano_microplankton	downward_par	conductivity	primary_production_isotope_uptake	primary_production_oxygen	dissolved_oxygen_concentration	nitrogen_organic_particulate_pon	meso_macroplankton	bacterial_production_isotope_uptake	nitrogen_organic_dissolved_don	ammonium	silicate	bacterial_production_respiration	turbidity	fluorescence	pigment_concentration	picoplankton_flow_cytometry	dist_coast_m	dist_coast_iso3_code	longhurst_code	longhurst_biome	longhurst_label	longhurst_dist_degrees	lme_name	lme_dist_m	osd_meow_ecoregion	meow_ecoregion	meow_province	meow_realm
ERS667654	SAMEA3275633	ABOKN03	Samples were collected in 12 litre Niskins, stored in carboys and filtered in the laboratory to generate different size fractions.  Samples for community structure (5L) and metagenomics (10L) can be distinguished from sample container, filter type and volume filtered.	Banyuls	Time-series in North-West Mediterranean linking microbial community dynamics to biogeochemical function.	Research Vessel	CTD rosette equipped with 12 litre Niskins and seabird electronics	14	OSD14_2014-06-23_2m_NPL022	42.49	3.15	42.49	3.14	2	23/06/14	09:05:00+01	09:20:00+01	2014-06-23T08:05:00Z	2014-06-23T08:20:00Z	Mediterranean Sea - Western Basin	4279	NPL022	20.422	37.833	marine biome	447	surface water	2042	sea water	2149	8.278	0.01	0.02	1423.686	0.01	NA	NA	NA	51.85	NA	NA	224.06	236.43	NA	2.63	NA	0.074	0.6	NA	0.44	0.26	0.26	0	523	FRA	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0.004064726	Mediterranean Sea	0	osd_er_3	Western Mediterranean	Mediterranean Sea	Temperate Northern Atlantic
ERS667526	SAMEA3275512	ABOKM39	Surface water (1M) at NDBC 41008	Gray’s Reef National Marine Sanctuary	Water quality monitoring time-series at NOAA Gray's Reef National Marine Sanctuary, USA	Sampled from the Research Vessel Sam Gray at NDBC station 41008	Niskin bottle to collect water.  In situ WetLabs sensors at 1M	142	OSD142_2014-06-21_1m_NPL022	31.383607	-80.866685	31.383607	-80.866685	1	21/06/14	10:00:00-05	13:00:00-05	2014-06-21T15:00:00Z	2014-06-21T18:00:00Z	North Atlantic Ocean	1912	NPL022	27.43	35.85	marine biome	447	continental shelf	223	sea water	2149	7.97	NA	0.3	NA	NA	112.21	NA	NA	NA	NA	NA	7.99	NA	NA	NA	6.9	0.1	NA	NA	0.8325	5.5	NA	NA	32673	USA	NWCS	Coastal	NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	osd_er_4	Carolinian	Warm Temperate Northwest Atlantic	Temperate Northern Atlantic
ERS667523	SAMEA3275509	ABOKN04	4 replicate samples of whole water (0.3L) filtered onto 0.2 um Sterivex cartridge filters, place in Whirlpak bag and stored at -80 deg C	Skidaway Institute of Oceanography	Collected in conjunction with a time-series in the Skidaway River Estuary (SRiMP).  For more information about SRiMP please visit http://www.skio.uga.edu/?p=research/bio/srimp/index	Long-term observation of a subtropical estuary in Southeastern US. Objective is to detect trends attributable to human activity and climate variability.	Permanent dock, Skidaway Institute of Oceanography Main Dock	143	OSD143_2014-06-21_1m_NPL022	31.98282	-81.01667	31.98282	-81.01667	1	21/06/14	13:45:00-05	15:00:00-05	2014-06-21T18:45:00Z	2014-06-21T20:00:00Z	North Atlantic Ocean	1912	NPL022	30.79	26.58	estuarine biome	1000020	surface water	2042	sea water	2149	7.53	0.7	0.1	NA	NA	268.4	NA	NA	NA	NA	NA	5.85	NA	NA	NA	15.4	0.2	NA	NA	20.4	5.3	4.97	NA	0	USA	NWCS	Coastal	NW Atlantic Shelves Province	0.119902092	Southeast U.S. Continental Shelf	6429	osd_er_4	Carolinian	Warm Temperate Northwest Atlantic	Temperate Northern Atlantic
ERS667522	SAMEA3275508	ABOKM03	ACID WASHED BUCKET SCOOPED SURFACE WATER	Maunalua Bay O'ahu	OSD	BOAT	ACID WASHED BUCKET	144	OSD144_2014-06-24_0m_NPL022	21.26882	-157.72231	21.26882	-157.72231	0	24/06/14	20:08:00-10	20:08:00-10	2014-06-24T06:08:00Z	2014-06-24T06:08:00Z	North Pacific Ocean	1908	NPL022	25.8	35	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	708	USA	NPTG	Trades	N. Pacific Tropical Gyre Province	0	Insular Pacific-Hawaiian	0	osd_er_1	Hawaii	Hawaii	Eastern Indo-Pacific
ERS667521	SAMEA3275507	ABOKM62	OSD145stationBlankenbergeSelf-propelled small boat, MacilkNiskin2014-06-21T11:45:00Z	North Sea - Blankenberge	Contribute as organized citizen scientist group to OSD. 	Self-propelled small boat, Macilk	Sterile flask from surface water	145	OSD145_2014-06-21_0m_NPL022	51.361369	3.118856	51.361369	3.118856	0	21/06/14	11:45:00+01	12:05:00+01	2014-06-21T10:45:00Z	2014-06-21T11:05:00Z	North Sea	2350	NPL022	17	100	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4528	BEL	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_6	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667520	SAMEA3275506	ABOKL87	water sample obtained with CTD rosette	Fram Strait	OSD sampling 2014 Fram Strait, Arctic Ocean	RV Polarstern	CTD rosette	146	OSD146_2014-06-21_5m_NPL022	78.453333	-2.829667	78.453333	-2.829667	5	21/06/14	05:42:00+00	06:29:00+00	2014-06-21T05:42:00Z	2014-06-21T06:29:00Z	Greenland Sea	2356	NPL022	-1.61	33.78	marine biome	447	surface water	2042	sea water	2149	NA	0.85	5.4	NA	0.08	NA	NA	NA	26.78	NA	NA	358.41	NA	NA	NA	NA	3.26	3.8	NA	NA	NA	NA	NA	295570	SJM	ARCT	Polar	Atlantic Arctic Province	0	Greenland Sea	0	osd_er_1	NA	NA	NA
ERS667519	SAMEA3275505	ABOKM58	surface water sample from sea off Pulmoddai, Sri Lanka	Rajarata	To understand the ocean water biodiversity in terms of chemically and microbiologically to explore the possibility to contribute to the blue economy through the identification of novel, ocean-derived biotechnologies.	Seawater samples were collected from the location which is about 1.5-2 km away from the coast. A small boat with outboard engine used to reached to the location.	10L- Plastic bucket used to collect seawater from the surface. Multiparameter used to measure Conductivity, DO, pH and temperature.  Refractometer used to measure salinity	147	OSD147_2014-06-21_0m_NPL022	8.873739	81.077344	8.873739	81.077344	0	21/06/14	11:03:00+05:30	11:25:00+05:30	2014-06-21T05:33:00Z	2014-06-21T05:55:00Z	Bay of Bengal	4273	NPL022	28.8	33	marine biome	447	surface water	2042	sea water	2149	8.06	NA	NA	NA	NA	NA	NA	NA	53.2	NA	NA	229.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1103	LKA	MONS	Trades	Indian Monsoon Gyres Province	0	Bay of Bengal	0	osd_er_4	South India and Sri Lanka	West and South Indian Shelf	Western Indo-Pacific
ERS667518	SAMEA3275504	ABOKM51	1) discrete water sample with free falling water sampler 2) filtration of sample with vaccum pump, Sterivex filter used 3) immediate freezing at -20Â°C	Wadden Sea	Integration of general public Coupling of Citclops data	SDN:L06:31 FB Otzum	Free falling water sampler (General Oceanics, Niskin sampling bottle)	148	OSD148_2014-06-21_0m_NPL022	53.580926	8.148636	53.580926	8.148636	0	21/06/14	09:45:00+01	10:00:00+01	2014-06-21T08:45:00Z	2014-06-21T09:00:00Z	North Sea	2350	NPL022	17.77	31.14	estuarine biome	1000020	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	4060	NA	NA	9.1	NA	NA	NA	NA	NA	NA	NA	NA	6.69	NA	NA	254	DEU	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_1	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667517	NA	ABOKN08	Coastal lagoon North	Laguna Rocha Norte	Participate at OSD june 2014	Zodiac, carboys	Acid rinsed plastic Carboys	149	OSD149_2014-06-21_0m_NPL022	-34.616	-54.266	-34.616	-54.266	0	21/06/14	11:40:00-03	11:50:00-03	2014-06-21T14:40:00Z	2014-06-21T14:50:00Z	South Atlantic Ocean	1914	NPL022	10.98	14.3	marine biome	447	lagoon	38	coastal sea water	2150	NA	NA	3.8	NA	NA	383.333	NA	NA	20940	NA	NA	NA	NA	NA	NA	NA	7.7	NA	NA	NA	NA	NA	NA	0	URY	BRAZ	Coastal	Brazil Current Coastal Province	0	Patagonian Shelf	0	osd_er_2	Uruguay-Buenos Aires Shelf	Warm Temperate Southwestern Atlantic	Temperate South America
ERS667515	NA	ABOKN05	Costal Rochas lagoon	Laguna Rocha Sur	Participation at OSD june 2014	Zodiac, carboys	Acid rinsed plastic Carboys	150	OSD150_2014-06-21_0m_NPL022	-34.666	-54.2752	-34.666	-54.2752	0	21/06/14	12:00:00-03	12:10:00-03	2014-06-21T15:00:00Z	2014-06-21T15:10:00Z	South Atlantic Ocean	1914	NPL022	9.99	18	marine biome	447	lagoon	38	coastal sea water	2150	NA	NA	3.5	NA	NA	366.667	NA	NA	20.94	NA	NA	NA	NA	NA	NA	NA	11.2	NA	NA	NA	NA	NA	NA	0	URY	BRAZ	Coastal	Brazil Current Coastal Province	0	Patagonian Shelf	0	osd_er_2	Uruguay-Buenos Aires Shelf	Warm Temperate Southwestern Atlantic	Temperate South America
ERS667514	NA	ABOKM33	Many particles in the water	South Atlantic Microbial Observatory	Participation at OSD june 2014	Zodiac, carboys	Acid rinsed plastic Carboys	151	OSD151_2014-06-21_0m_NPL022	-34.7	-54.266	-34.7	-54.266	0	21/06/14	11:30:00-03	12:00:00-03	2014-06-21T14:30:00Z	2014-06-21T15:00:00Z	South Atlantic Ocean	1914	NPL022	11.67	32.86	marine biome	447	surface water	2042	sea water	2149	8.16	NA	21.7	NA	1.1	233.333	NA	NA	37.5	NA	NA	15.6	NA	NA	NA	NA	11.2	NA	NA	NA	NA	NA	NA	0	URY	BRAZ	Coastal	Brazil Current Coastal Province	0	Patagonian Shelf	0	osd_er_5	Uruguay-Buenos Aires Shelf	Warm Temperate Southwestern Atlantic	Temperate South America
ERS667653	SAMEA3275632	ABOKM93	NW Mediterranea Sea-surface water sample form entreance of  Villefranche Bay	Villefranche - SOMLIT	For sequencing microbial biodiversity in a worldwide sampling campaign for microbial biodiversity within marine surface water	RV-TARA-Observatoire Oceanologique de Villefranche-Sur-Mer (OOV)	Niskin bottle and CTD	15	OSD15_2014-06-21_0m_NPL022	43.6861111	7.31567	43.6861111	7.31567	0	21/06/14	08:30:05+01	11:30:00+01	2014-06-21T07:30:05Z	2014-06-21T10:30:00Z	Mediterranean Sea - Western Basin	4279	NPL022	21.778	37.9702	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.84812	NA	NA	NA	NA	NA	NA	NA	NA	0.746	NA	NA	529	FRA	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	osd_er_3	Western Mediterranean	Mediterranean Sea	Temperate Northern Atlantic
ERS667652	SAMEA3275631	ABOKM50	NW Mediterranea Sea-surface water sample form entreance of  Villefranche Bay	Villefranche - SOMLIT	For sequencing microbial biodiversity in a worldwide sampling campaign for microbial biodiversity within marine surface water	RV-TARA-Observatoire Oceanologique de Villefranche-Sur-Mer (OOV)	Niskin bottle and CTD	15	OSD15_2014-06-21_50m_NPL022	43.6861111	7.31567	43.6861111	7.31567	50	21/06/14	08:30:05+01	11:30:00+01	2014-06-21T07:30:05Z	2014-06-21T10:30:00Z	Mediterranean Sea - Western Basin	4279	NPL022	16.0522	37.981	marine biome	447	sea water	2149	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.43573	NA	NA	NA	NA	NA	NA	NA	NA	0.0936	NA	NA	529	FRA	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	osd_er_3	Western Mediterranean	Mediterranean Sea	Temperate Northern Atlantic
ERS667509	SAMEA3275500	ABOKM06	1m - cast 2	Compass Buoy Station - Bedford Basin	Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php	dive vessel, Eastcom	10L Niskin	152	OSD152_2014-06-20_1m_NPL022	44.693600000000004	-63.6403	44.693600000000004	-63.6403	1	20/06/14	12:10:30-04	12:15:00-04	2014-06-20T16:10:30Z	2014-06-20T16:15:00Z	North Atlantic Ocean	1912	NPL022	12.8	28.9	neritic epipelagic zone biome	1000042	natural harbor	465	coastal sea water	2150	8.2	NA	NA	NA	NA	NA	NA	2.58	3437	NA	NA	294	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	0	CAN	NWCS	Coastal	NW Atlantic Shelves Province	0	Scotian Shelf	0	osd_er_5	Scotian Shelf	Cold Temperate Northwest Atlantic	Temperate Northern Atlantic
ERS667511	SAMEA3275502	ABOKL96	5m - cast 2	Compass Buoy Station - Bedford Basin	Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php	dive vessel, Eastcom	10L Niskin	152	OSD152_2014-06-20_5m_NPL022	44.693600000000004	-63.6403	44.693600000000004	-63.6403	5	20/06/14	12:30:00-04	12:35:00-04	2014-06-20T16:30:00Z	2014-06-20T16:35:00Z	North Atlantic Ocean	1912	NPL022	10.8	29.8	neritic epipelagic zone biome	1000042	natural harbor	465	coastal sea water	2150	8.2	NA	NA	NA	NA	NA	NA	2.33	3363	NA	NA	304	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	NA	0	CAN	NWCS	Coastal	NW Atlantic Shelves Province	0	Scotian Shelf	0	osd_er_5	Scotian Shelf	Cold Temperate Northwest Atlantic	Temperate Northern Atlantic
ERS667508	SAMEA3275499	ABOKL66	Surface water from the costal Faro Island. Five samples were taken for amplicon and metagenomic Sequencing. 	Faro Island	Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).	On Site Access	5L Plastic water Gallons, Disinfected	153	OSD153_2014-06-21_0m_NPL022	36.997655	-7.981656	36.997655	-7.981656	0	21/06/14	10:15:00+00	10:35:00+00	2014-06-21T10:15:00Z	2014-06-21T10:35:00Z	North Atlantic Ocean	1912	NPL022	21.1	34.4	marine biome	447	surface water	2042	coastal sea water	2150	8.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.83	NA	NA	NA	NA	0.3839	NA	NA	NA	NA	NA	NA	0	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	0	Iberian Coastal	0	osd_er_2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667507	SAMEA3275498	ABOKL80	surface water	Arcachon/Eyrac-SOMLIT	impact of global change on coastal zones and its relative importance compared with local human activities	research vessel PLANULA IV	30 liters - Niskin	154	OSD154_2014-06-20_1m_NPL022	44.66666	-1.16666	44.66666	-1.16666	1	20/06/14	12:20:00+01	12:40:00+01	2014-06-20T11:20:00Z	2014-06-20T11:40:00Z	Bay of Biscay	2359	NPL022	20.7	32.4	marine pelagic biome	1000023	surface water	2042	sea water	2149	8.05	0.04	1	NA	0.04	NA	NA	NA	NA	NA	NA	231.4	NA	NA	NA	NA	1.21	4.8	NA	NA	NA	1.16	NA	260	FRA	NECS	Coastal	NE Atlantic Shelves Province	0	Celtic-Biscay Shelf	24	osd_er_2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667506	SAMEA3275497	ABOKL52	A sheltered location at the latitude of a realtime weather station http://www.steilene.nortek.no  In total 10 liter of sweater was sampled and filtered /subsampled( Parallels)  as follows by different groups of pupils:	Steilene Oslofjord	Testing the hands OSD concept for future use with students  and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene	C4 Bombard	Water sample with  1 bucket a 5 L  deployed 2x at  1 m (HCL washed)	155	OSD155_2014-06-21_1m_NPL022	59.81618	10.59863	59.81618	10.59863	1	21/06/14	08:00:00+01	11:00:00+01	2014-06-21T07:00:00Z	2014-06-21T10:00:00Z	Skaggerak	2379	NPL022	18.7	30.054	marine pelagic biome	1000023	fjord	39	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1278	NOR	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_9	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667503	SAMEA3275494	ABOKL51	OSD156_n_1m 4.5 Liters sampled  Weather conditions http://www.yr.no/place/Norway/Oslo/Oslo/Kavringen/almanakk.html?dato=2014-06-21 Other paremeters will be available http://www.aquamonitor.no/oslofjord/ site kavringen The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected  Total Volume 4.5 filtered in smaller volumes 6 filters used labelled   OSD_156_1_m1  OSD_156_2_m1  OSD_156_3_m1  OSD_156_4_m1  OSD_156_5_m1  OSD_156_6_m1 All filtering was done by syringe and hand 	KAVRINGEN ligthouse	Testing the hands OSD concept for future use with students  and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour  possibly status of pops and microplastics Note Due too unforeseen  logistics Kavringen was selected instead of Hvaler coral site .	OSF	1 bucket a 5 L  deployed x at  1 m	156	OSD156_2014-06-21_1m_NPL022	59.89961	10.71999	59.89961	10.71999	1	21/06/14	11:00:00+01	13:00:00+01	2014-06-21T10:00:00Z	2014-06-21T12:00:00Z	Skaggerak	2379	NPL022	17.8	30.054	marine pelagic biome	1000023	fjord	39	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	769	NOR	NECS	Coastal	NE Atlantic Shelves Province	0.00402682	North Sea	189	osd_er_9	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667502	SAMEA3275493	ABOKL49	Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were   kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m 	Drøbak, Oslofjorden (ELLEIm2)	Testing the hands OSD concept for future use with students  and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2	Trygve Braarud  http://www.marinetraffic.com/ais/details/ships/257059600/vessel:TRYGVE_BRAARUD	Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m	157	OSD157_2014-06-20_1m_NPL022	59.622	10.6282	59.622	10.6282	1	20/06/14	10:00:00+01	12:30:00+01	2014-06-20T09:00:00Z	2014-06-20T11:30:00Z	Skaggerak	2379	NPL022	18	26.115	marine pelagic biome	1000023	fjord	39	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	469	NOR	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_9	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667500	SAMEA3275491	ABOKM56	Seawater surface water	Sao Miguel Azores II	Microbial environmenta Characterization	Zephirus (zodiac)	Bucket	158	OSD158_2014-06-21_0m_NPL022	37.4328	-25.19	37.4328	-25.19	0	21/06/14	10:20:00-01	11:00:00-01	2014-06-21T11:20:00Z	2014-06-21T12:00:00Z	North Atlantic Ocean	1912	NPL022	19.2	35.7	marine biome	447	surface water	2042	sea water	2149	7.43	NA	NA	NA	NA	NA	NA	NA	26.9	NA	NA	327.5	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	33331	PRT	NASE	Westerlies	N. Atlantic Subtropical Gyral Province (East) (STGE)	0	NA	NA	osd_er_2	Azores Canaries Madeira	Lusitanian	Temperate Northern Atlantic
ERS667499	SAMEA3275490	ABOKM25	Sea Water collected using a Niskin bottle.	Brest-SOMLIT	Prokaryotes and Eukaryotes	Brest-Somlit Station.	Niskin Bottle 8 Liters	159	OSD159_2014-06-19_2m_NPL022	48.359	-4.552	48.359	-4.552	2	19/06/14	11:00:00+01	11:30:00+01	2014-06-19T10:00:00Z	2014-06-19T10:30:00Z	Celtic Sea	2351	NPL022	16	34.78	marine biome	447	surface water	2042	sea water	2149	8.1	0.034	0.274	169.98	0.03	NA	NA	1341	NA	NA	NA	239.48	31.06	NA	NA	NA	0.285	1.664	NA	NA	NA	1	NA	462	FRA	NECS	Coastal	NE Atlantic Shelves Province	0.013803238	Celtic-Biscay Shelf	0	osd_er_8	Celtic Seas	Northern European Seas	Temperate Northern Atlantic
ERS667498	SAMEA3275489	ABOKM70	Sample is an integrated tube sample from 0 - 10m	Stonehaven	The Stonehaven site is a part of Marine Scotland's coastal ecosystem monitoring programme.	The sampling site is 5km offshore and sampling is performed from a boat. Sampling for OSD was performed using a 10m Lund tube.	A 10m Lund tube was used to collect water for the OSD samples.	162	OSD162_2014-06-23_1m_NPL022	56.9631	-2.1031	56.9631	-2.1031	1	23/06/14	11:00:00+00	11:00:00+00	2014-06-23T11:00:00Z	2014-06-23T11:00:00Z	North Sea	2350	NPL022	12.2	34.3163	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5358	GBR	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_9	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667497	SAMEA3275488	ABOKN02	This is a surface sample	Scapa	This site is part of Marine Scotland Science's coastal ecosystem monitoring programme	pier	bucket	163	OSD163_2014-06-20_2m_NPL022	58.957	-2.9726	58.957	-2.9726	2	20/06/14	12:00:00+00	12:00:00+00	2014-06-20T12:00:00Z	2014-06-20T12:00:00Z	North Sea	2350	NPL022	11.7	34.445	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81	GBR	NECS	Coastal	NE Atlantic Shelves Province	0.017525106	North Sea	240	osd_er_5	North Sea	Northern European Seas	Temperate Northern Atlantic
NA	NA	ABOKM47	NA	Scalloway	NA	boat	bucket	164	OSD164_2014-06-13_2m_NPL022	60.14333	-1.2825	60.14333	-1.2825	2	13/06/14	10:00:00+00	10:00:00+00	2014-06-13T10:00:00Z	2014-06-13T10:00:00Z	North Atlantic Ocean	1912	NPL022	12.2	35.1354	marine biome	447	surface water	2042	saline water	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	GBR	SARC	Polar	Atlantic Subarctic Province	0	North Sea	363	osd_er_9	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667496	SAMEA3275487	ABOKM31	This is a sample taken from Loch Ewe as part of Marine Scotland's coastal ecosystem monitoring programme	Loch Ewe	This site is part of Marine Scotland Science's coastal ecosystem monitoring programme.	Boat	Bucket	165	OSD165_2014-06-23_2m_NPL022	57.8498	-5.6495	57.8498	-5.6495	2	23/06/14	09:00:00+00	09:00:00+00	2014-06-23T09:00:00Z	2014-06-23T09:00:00Z	Inner Seas off the West Coast of Scotland	4283	NPL022	14.3	32.4453	marine biome	447	bay	32	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	508	GBR	NECS	Coastal	NE Atlantic Shelves Province	0	Celtic-Biscay Shelf	0	osd_er_9	Celtic Seas	Northern European Seas	Temperate Northern Atlantic
ERS667495	SAMEA3275486	ABOKL84	Surface water Sample collected in Armintza. South Bay of Biscay	Armintza	A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years.	Commercial vessel , Crusoe Tresure underwater cellar	5 L Bucket	166	OSD166_2014-06-21_0.5m_NPL022	43.43287	-2.90056	43.43287	-2.90056	0.5	21/06/14	10:48:00+01	10:58:00+01	2014-06-21T09:48:00Z	2014-06-21T09:58:00Z	Bay of Biscay	2359	NPL022	17.88	35.05	marine pelagic biome	1000023	pelagic isothermal surface	1000080	oligotrophic water	2223	8.1	2.79	95.15	NA	0.03347	NA	NA	NA	45.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	0	ESP	CNRY	Coastal	Canary Coastal Province (EACB)	0.001557009	Iberian Coastal	145	osd_er_2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667494	SAMEA3275485	ABOKM29	Shore samples, collecter stepped into water and filled containers with surface water	Eyafjordur_6	Coastal water, near shore and in proximity to human settlement Akureyri, Eyjafjordur, Iceland	Coastline	Plastic container 5 L	167	OSD167_2014-06-21_0.1m_NPL022	65.7064	-18.1181	65.7064	-18.1181	0.1	21/06/14	14:15:00+00	15:30:00+00	2014-06-21T14:15:00Z	2014-06-21T15:30:00Z	Greenland Sea	2356	NPL022	11	1.1	marine biome	447	fjord	39	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	ISL	ARCT	Polar	Atlantic Arctic Province	0	Iceland Shelf and Sea	0	osd_er_5	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667492	SAMEA3275483	ABOKM30	Sampling for OSD. Sunny, clear skies. Filtered 500 mL seawater onto Sterivex filters (0.22 um) for DNA  extraction Filtered 100 mL seawater onto glassfibre (Fisher MF-300, 25 mm, 0.7 um poresize) for particulate chlorophyll-a and dissovled nutrients etc.  Many ctenophores (Pleurobrachia sp.)	Brightlingsea Reach, Essex	Sampling for OSD	Essex Research Boat	Bucket	169	OSD169_2014-06-21_0.1m_NPL022	51.796139	1.012958	51.796139	1.012958	0.1	21/06/14	11:49:00+00	12:09:00+00	2014-06-21T11:49:00Z	2014-06-21T12:09:00Z	North Sea	2350	NPL022	18.5	35.2	marine biome	447	surface water	2042	sea water	2149	8.28	1.426	3.842	NA	1.712	NA	NA	NA	35.2	NA	NA	NA	NA	NA	NA	NA	0.458	7.554	NA	NA	NA	NA	NA	480	GBR	NECS	Coastal	NE Atlantic Shelves Province	1.10908e-4	North Sea	0	osd_er_9	North Sea	Northern European Seas	Temperate Northern Atlantic
