ena_acc	biosample_acc	bioarchive_code	description	site_name	objective	platform	device	osd_id	label	start_lat	start_lon	stop_lat	stop_lon	water_depth	local_date	local_start	local_end	start_date_time_utc	end_date_time_utc	iho_label	mrgid	protocol	water_temperature	salinity	biome	biome_id	feature	feature_id	material	material_id	ph	phosphate	nitrate	carbon_organic_particulate	nitrite	carbon_organic_dissolved_doc	nano_microplankton	downward_par	conductivity	primary_production_isotope_uptake	primary_production_oxygen	dissolved_oxygen_concentration	nitrogen_organic_particulate_pon	meso_macroplankton	bacterial_production_isotope_uptake	nitrogen_organic_dissolved_don	ammonium	silicate	bacterial_production_respiration	turbidity	fluorescence	pigment_concentration	picoplankton_flow_cytometry	dist_coast_m	dist_coast_iso3_code	longhurst_code	longhurst_biome	longhurst_label	longhurst_dist_degrees	lme_name	lme_dist_m	osd_meow_ecoregion	meow_ecoregion	meow_province	meow_realm
ERS667565	SAMEA3275547	ABOKM19	Surface water sample from the OSD100 station.	Crete - GOS	Water sampling for prokaryotes.	Research Vessel Alkyon	Niskin bottles	100	OSD100_2014-06-22_1m_NPL022	35.35	25.29	35.35	25.29	1	22/06/14	10:00:00+02	12:30:00+02	2014-06-22T08:00:00Z	2014-06-22T10:30:00Z	Aegean Sea	3315	NPL022	24.21	39.05	oceanic epipelagic zone biome	1000035	surface water	2042	oligotrophic water	2223	8.2	0.01	0.05	0	0.04	NA	NA	312.83	57.59	NA	NA	NA	NA	NA	NA	NA	0.01	0.68	NA	NA	0.043	NA	NA	1498	GRC	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	osd_er_3	Aegean Sea	Mediterranean Sea	Temperate Northern Atlantic
ERS667564	SAMEA3275546	ABOKL61	Surface Sample	Quinta do Lorde	OSD 2014 at Madeira Island	Land	ACID WASHED RECIPIENT	101	OSD101_2014-06-21_0m_NPL022	32.741808	-16.711281	32.741808	-16.711281	0	21/06/14	11:05:00+00	11:10:00+00	2014-06-21T11:05:00Z	2014-06-21T11:10:00Z	North Atlantic Ocean	1912	NPL022	20.5	37	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NASE	Westerlies	N. Atlantic Subtropical Gyral Province (East) (STGE)	0	NA	NA	osd_er_7	Azores Canaries Madeira	Lusitanian	Temperate Northern Atlantic
ERS667563	SAMEA3275545	ABOKL45	OSD102-MARINA DO FUNCHAL	Marina do Funchal	OSD2014 at Madeira Island	Ground	ACID WASHED RECIPIENT	102	OSD102_2014-06-21_0m_NPL022	32.64605	-16.910158	32.64605	-16.910158	0	21/06/14	12:00:00+00	12:05:00+00	2014-06-21T12:00:00Z	2014-06-21T12:05:00Z	North Atlantic Ocean	1912	NPL022	20.8	36	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NASE	Westerlies	N. Atlantic Subtropical Gyral Province (East) (STGE)	0.008192887	NA	NA	osd_er_7	Azores Canaries Madeira	Lusitanian	Temperate Northern Atlantic
ERS667562	SAMEA3275544	ABOKN06	OSD103-PORTO DA CRUZ @ MADEIRA_ATLANTIC OCEAN	Porto da Cruz	OSD2014 at Madeira Island	Ground	ACID WASHED RECIPIENT	103	OSD103_2014-06-21_0m_NPL022	32.7747	-16.828664	32.7747	-16.828664	0	21/06/14	10:15:00+00	10:20:00+00	2014-06-21T10:15:00Z	2014-06-21T10:20:00Z	North Atlantic Ocean	1912	NPL022	20.2	37	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NASE	Westerlies	N. Atlantic Subtropical Gyral Province (East) (STGE)	0.029532657	NA	NA	osd_er_2	Azores Canaries Madeira	Lusitanian	Temperate Northern Atlantic
ERS667561	SAMEA3275543	ABOKM11	measured as depth below seaâ© surface. ice thickness: 1.9 m	Cambridge Bay, Nunavut,	As part of the Arctic Science partnership, the Cambridge Bay campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean	92, ice shelf	peristaltic pump	105	OSD105_2014-06-21_4.12m_NPL022	69.023323	-105.34339	69.023323	-105.34339	4.12	21/06/14	11:39:00-07	12:00:00-07	2014-06-21T18:39:00Z	2014-06-21T19:00:00Z	Northwestern Passages	5698	NPL022	-0.72	26.91	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7116	CAN	BPLR	Polar	Boreal Polar Province (POLR)	0	Beaufort Sea	0	osd_er_1	Beaufort-Amundsen-Viscount Melville-Queen Maud	Arctic	Arctic
ERS667560	SAMEA3275542	ABOKN07	No description	REYKIS	Microbial diversity	Small research vessel	Clean Water Bottles	106	OSD106_2014-06-20_0m_NPL022	65.9449	-22.4192	65.9449	-22.4192	0	20/06/14	11:00:00+00	13:00:00+00	2014-06-20T11:00:00Z	2014-06-20T13:00:00Z	North Atlantic Ocean	1912	NPL022	7.6	19	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1080	ISL	ARCT	Polar	Atlantic Arctic Province	0	Iceland Shelf and Sea	0	osd_er_5	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667559	SAMEA3275541	ABOKM36	At bottom 	REYKIS	Microbial diversity	Small research vessel	Clean Water Bottles	106	OSD106_2014-06-20_15m_NPL022	65.9449	-22.4192	65.9449	-22.4192	15	20/06/14	11:30:00+00	12:30:00+00	2014-06-20T11:30:00Z	2014-06-20T12:30:00Z	North Atlantic Ocean	1912	NPL022	7.5	29.2	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1080	ISL	ARCT	Polar	Atlantic Arctic Province	0	Iceland Shelf and Sea	0	osd_er_5	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667558	SAMEA3275540	ABOKL57	OSD107-LISBOA	Lisboa	OSD2014 PORTUGAL MAINLAND	Ground	ACID WASHED RECIPIENT	107	OSD107_2014-06-20_0m_NPL022	39.14039	-9.38011	39.14039	-9.38011	0	20/06/14	09:50:00+00	10:10:00+00	2014-06-20T09:50:00Z	2014-06-20T10:10:00Z	North Atlantic Ocean	1912	NPL022	20.2	30	estuarine biome	1000020	surface water	2042	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	243	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	4.90717e-4	Iberian Coastal	193	osd_er_1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667557	SAMEA3275539	ABOKM08	OSD108-ALCOCHETE	Alcochete	OSD2014 PORTUGAL MAINLAND	Ground	ACID WASHED RECIPIENT	108	OSD108_2014-06-20_0m_NPL022	38.757283	-8.966333	38.757283	-8.966333	0	20/06/14	11:40:00+00	11:50:00+00	2014-06-20T11:40:00Z	2014-06-20T11:50:00Z	North Atlantic Ocean	1912	NPL022	20.1	30	estuarine biome	1000020	surface water	2042	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	508	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	0	Iberian Coastal	0	osd_er_1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667556	SAMEA3275538	ABOKL46	OSD109-ROSÃRIO	Rosário	OSD2014 @ PT MAINLAND	Ground	ACID WASHED RECIPIENT	109	OSD109_2014-06-20_0m_NPL022	38.676942	-9.012392	38.676942	-9.012392	0	20/06/14	11:00:00+00	11:10:00+00	2014-06-20T11:00:00Z	2014-06-20T11:10:00Z	North Atlantic Ocean	1912	NPL022	20.5	30	estuarine biome	1000020	surface water	2042	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	0.025869444	Iberian Coastal	0	osd_er_1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667555	SAMEA3275537	ABOKL58	OSD110-FIGUEIRA DA FOZ	Figueira da Foz	OSD2014 @ PT MAINLAND	Ground	ACID WASHED RECIPIENT	110	OSD110_2014-06-21_0m_NPL022	40.145122	-8.869328	40.145122	-8.869328	0	21/06/14	10:30:00+00	10:50:00+00	2014-06-21T10:30:00Z	2014-06-21T10:50:00Z	North Atlantic Ocean	1912	NPL022	23	22.5	estuarine biome	1000020	surface water	2042	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	618	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	0	Iberian Coastal	0	osd_er_1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667554	SAMEA3275536	ABOKL54	OSD111-RIA DE AVEIRO_1	Ria de Aveiro_1	OSD2014 @ PT MAINLAND	Ground	ACID WASHED RECIPIENT	111	OSD111_2014-06-21_0m_NPL022	40.659875	-8.703761	40.659875	-8.703761	0	21/06/14	08:30:00+00	08:50:00+00	2014-06-21T08:30:00Z	2014-06-21T08:50:00Z	North Atlantic Ocean	1912	NPL022	25.2	30	estuarine biome	1000020	surface water	2042	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	238	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	0	Iberian Coastal	0	osd_er_4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667553	NA	ABOKL76	Ocean water sample	CascaisWatch	"Water sampling for the ""Ocean Sampling Day 2014"" and zooplankton sampling for the monitoring station of the time-series CASCAIS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA"	Research vessel	Sterilized 8L-Niskin bottle, Seabird SBE 911p CTD	113	OSD113_2014-06-21_39m_NPL022	38.6667	-9.4367	38.6667	-9.4367	39	21/06/14	11:25:00+00	12:00:00+00	2014-06-21T11:25:00Z	2014-06-21T12:00:00Z	North Atlantic Ocean	1912	NPL022	18	35.27	marine biome	447	pelagic isothermal surface	1000080	mesotrophic water	2225	8.5	0.65	1.4225	NA	0.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.515	6.135	NA	NA	NA	NA	NA	2464	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	0	Iberian Coastal	0	osd_er_8	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667552	SAMEA3275535	ABOKL85	Ocean Water sample	BerlengasWatch	"Water sampling for the ""Ocean Sampling Day 2014"" and zooplankton sampling for the monitoring station of the time-series BERLENGAS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA, with the collaboration of the Marine Resources Research Group (GIRM) of Polytechnic Institute of Leiria"	Vessel	Sterilized 8L-Niskin Bottle	114	OSD114_2014-06-21_1m_NPL022	39.41	-9.51	34.41	-9.51	1	21/06/14	10:05:00+00	10:30:00+00	2014-06-21T10:05:00Z	2014-06-21T10:30:00Z	North Atlantic Ocean	1912	NPL022	18.5	33.57	marine biome	447	surface water	2042	mesotrophic water	2225	8.14	0.1275	0.8675	NA	0.02	NA	NA	NA	NA	NA	NA	8.33	NA	NA	NA	NA	1.305	1.6225	NA	NA	NA	NA	NA	9215	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	0.021473765	Iberian Coastal	0	osd_er_1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667551	SAMEA3275534	ABOKL47	OSD115-SANTA CRUZ	Santa Cruz	OSD2014 @ PT MAINLAND	Ground	ACID WASHED RECIPIENT	115	OSD115_2014-06-21_0m_NPL022	39.134347	-9.384778	39.134347	-9.384778	0	21/06/14	14:30:00+00	14:45:00+00	2014-06-21T14:30:00Z	2014-06-21T14:45:00Z	North Atlantic Ocean	1912	NPL022	20.3	40	marine biome	447	surface water	2042	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	309	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	1.59673e-4	Iberian Coastal	357	osd_er_8	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667550	SAMEA3275533	ABOKL59	OSD116-LAGOA DE ÃBIDOS	Lagoa de Óbidos	OSD2014 @ PT MAINLAND	Ground	ACID WASHED RECIPIENT	116	OSD116_2014-06-21_0m_NPL022	39.415067	-9.218828	39.415067	-9.218828	0	21/06/14	13:30:00+00	13:40:00+00	2014-06-21T13:30:00Z	2014-06-21T13:40:00Z	North Atlantic Ocean	1912	NPL022	24.7	22.5	estuarine biome	1000020	surface water	2042	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	613	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	0.021473765	Iberian Coastal	0	osd_er_1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667549	SAMEA3275532	ABOKL92	Ocean water sample	S Iberian Atlantic - Tavira Beach	Water sampling for the Ocean Sampling Day, investigate ocean microbial diversity	Beach/Intertidal zone structure	Sterilized 5L-Bucket	117	OSD117_2014-06-21_0m_NPL022	37.167	-7.504	37.167	-7.504	0	21/06/14	16:10:00+00	16:40:00+00	2014-06-21T16:10:00Z	2014-06-21T16:40:00Z	North Atlantic Ocean	1912	NPL022	23.64	37.93	marine biome	447	pelagic isothermal surface	1000080	mesotrophic water	2225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	PRT	CNRY	Coastal	Canary Coastal Province (EACB)	0	Iberian Coastal	0	osd_er_2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic
ERS667548	SAMEA3275531	ABOKM55	Near-shore, surface seawater sampled. Seawater filtered on 0.22 uM Sterivex cartridges.	Robert's Cove	Analysis of prokaryotic diversity in surface seawater.	ENVO:00000000 SHORE	Carboy	118	OSD118_2014-06-21_0.2m_NPL022	51.7423	-8.3112	51.7423	-8.3112	0.2	21/06/14	12:14:00+00	12:17:00+00	2014-06-21T12:14:00Z	2014-06-21T12:17:00Z	Celtic Sea	2351	NPL022	18	38	neritic epipelagic zone biome	1000042	surface water	2042	sea water	2149	8.93	5.2647	0.8065	NA	0.5435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7778	NA	NA	NA	NA	NA	NA	70	IRL	NECS	Coastal	NE Atlantic Shelves Province	6.86768e-4	Celtic-Biscay Shelf	52	osd_er_9	Celtic Seas	Northern European Seas	Temperate Northern Atlantic
ERS667668	SAMEA3275646	ABOKM42	20 L of surface seawater (0-2m) were aliquoted and filtered through 5 sterivex cartridge filters using a peristaltic pump.	L4	To collect surface seawater on the summer solstice day from the L4 mooring in the Western English Channel (OSD1) and to filter the water using the standardized protocol NPL022. The filters will be sent to Germany and subsequently processed and analysed for the prokariotic fraction. The results will be part of the global campaign OSD data-set which will allow the scientific community to better understand the microbial diversity and function in the light of climate change assessment. The data-set so established will be used as a reference for future studies and the base for developing biotechnologies.	Research vessel - MBA SEPIA	10 L Niskin bottle	1	OSD1_2014-06-21_0m_NPL022	50.151	-4.13	50.151	-4.13	0	21/06/14	11:10:00+00	11:25:00+00	2014-06-21T11:10:00Z	2014-06-21T11:25:00Z	English Channel	2389	NPL022	16.66	35.22	marine pelagic biome	1000023	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	734.55	NA	NA	NA	245.46	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	17175	GBR	NECS	Coastal	NE Atlantic Shelves Province	0	Celtic-Biscay Shelf	0	osd_er_8	Celtic Seas	Northern European Seas	Temperate Northern Atlantic
ERS667544	SAMEA3275530	ABOKM54	OSD3-06-14 St a1 eilat NPL022 1Surface	Station A Gulf Of Eilat	Sampling for OSD	boat	pump	122	OSD122_2014-06-22_0m_NPL022	29.4667	34.9291	29.4667	34.9291	0	22/06/14	09:45:00+02	10:45:00+02	2014-06-22T07:45:00Z	2014-06-22T08:45:00Z	Gulf of Aqaba	4263	NPL022	24	40.5	marine biome	447	surface water	2042	oligotrophic water	2223	NA	NA	0.25	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	0.106	NA	NA	3703	ISR	REDS	Coastal	Red Sea, Persian Gulf Province	0	Red Sea	0	osd_er_2	Northern and Central Red Sea	Red Sea and Gulf of Aden	Western Indo-Pacific
ERS667543	SAMEA3275529	ABOKL83	er	Shikmona	test	pump	YSI	123	OSD123_2014-06-22_4m_NPL022	32.822	32.954	32.822	32.954	4	22/06/14	11:00:00+02	13:00:00+02	2014-06-22T09:00:00Z	2014-06-22T11:00:00Z	Mediterranean Sea - Eastern Basin	4280	NPL022	27	39.4	marine biome	447	surface water	2042	sea water	2149	NA	0.02	0.34	NA	NA	NA	NA	NA	NA	6.7	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	173306	EGY	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	osd_er_1	Levantine Sea	Mediterranean Sea	Temperate Northern Atlantic
ERS667541	SAMEA3275527	ABOKM72	In this site, the ocean water and coastal water is sporadicallyãinterchanged.	Osaka Bay	Marine biome and virome	Vessel at fixed position	Sterivex filter unit with peristatic pump	124	OSD124_2014-06-21_5m_NPL022	34.32444	135.12083	34.32444	135.12083	5	21/06/14	12:25:00+09	12:40:00+09	2014-06-21T03:25:00Z	2014-06-21T03:40:00Z	Japan Sea	4307	NPL022	21.15	33.19	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	422	JPN	KURO	Westerlies	Kuroshio Current Province	0	Kuroshio Current	0	osd_er_2	Central Kuroshio Current	Warm Temperate Northwest Pacific	Temperate Northern Pacific
ERS667540	SAMEA3275526	ABOKM38	Surface water sampling for OSD	Dove Marine Laboratory Cullercoats Beach	Sampling for OSD	Pier	Bucket and Rope/Horiba	125	OSD125_2014-06-21_0m_NPL022	55.03306	-1.43278	55.03306	-1.43278	0	21/06/14	13:00:00+00	16:55:00+00	2014-06-21T13:00:00Z	2014-06-21T16:55:00Z	North Sea	2350	NPL022	16.04	26.4	marine biome	447	surface water	2042	sea water	2149	8.5	NA	NA	NA	NA	NA	NA	NA	35.2	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	13.5	NA	NA	NA	0	GBR	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	123	osd_er_5	North Sea	Northern European Seas	Temperate Northern Atlantic
ERS667539	SAMEA3275525	ABOKM13	Water more turbid than of sample	Eyafjordur_1	Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration	Research Vessel Einari Nesi	Nissan Bottles 1.6 L	126	OSD126_2014-06-21_1m_NPL022	66.00691	-18.19653	66.00659	-18.19753	1	21/06/14	12:15:00+00	12:31:00+00	2014-06-21T12:15:00Z	2014-06-21T12:31:00Z	Greenland Sea	2356	NPL022	12.2	42.3	marine biome	447	fjord	39	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	ISL	ARCT	Polar	Atlantic Arctic Province	0.069496955	Iceland Shelf and Sea	3870	osd_er_1	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667538	SAMEA3275524	ABOKM16	Identical location as OSD126_Eyjafordur_1 but different depth	Eyafjordur_2	Ocean water in 10 m depth for comparison with same location at 1 m	Research vessel Einari Nesi	Niskin Bottles 1.6 L	127	OSD127_2014-06-21_10m_NPL022	66.00776	-18.19531	66.00696	-18.19041	10	21/06/14	11:43:00+00	12:12:00+00	2014-06-21T11:43:00Z	2014-06-21T12:12:00Z	Greenland Sea	2356	NPL022	11.24	59.7	marine biome	447	fjord	39	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	59.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	ISL	ARCT	Polar	Atlantic Arctic Province	0.070975589	Iceland Shelf and Sea	3950	osd_er_1	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667537	SAMEA3275523	ABOKM57	Surface sampling	Eyafjordur_3	Eyjafjordur, Akureyri, Iceland	Research vessel Einari Nesi	Nissan bottles 1.6 L	128	OSD128_2014-06-21_1m_NPL022	65.4886	-18.0608	65.4877	-18.06032	1	21/06/14	17:05:00+00	17:19:00+00	2014-06-21T17:05:00Z	2014-06-21T17:19:00Z	Greenland Sea	2356	NPL022	12	14	marine biome	447	fjord	39	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	ISL	ARCT	Polar	Atlantic Arctic Province	0.154969406	Iceland Shelf and Sea	17258	osd_er_5	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667536	SAMEA3275522	ABOKM22	10 m sample of same site as OSD 128	Eyafjordur_4	Eyjafjordur, Akureyri, Iceland	Research Vessel Einari Nesi	Niskin bottles 1.6 L	129	OSD129_2014-06-21_10m_NPL022	65.817186	-18.101835	65.48868	-18.0608	10	21/06/14	16:38:00+00	17:03:00+00	2014-06-21T16:38:00Z	2014-06-21T17:03:00Z	Greenland Sea	2356	NPL022	9.9	61.5	marine biome	447	fjord	39	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	61.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1325	ISL	ARCT	Polar	Atlantic Arctic Province	0	Iceland Shelf and Sea	0	osd_er_1	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667535	SAMEA3275521	ABOKM26	Surface sampling at 1 m depth	Eyafjordur_5	Sampling of coastal waves, Eyjafjordur	boat	Plastic containers 5 L	130	OSD130_2014-06-21_1m_NPL022	66.1316	-18.7902	66.1316	-18.7902	1	21/06/14	11:41:00+00	12:05:00+00	2014-06-21T11:41:00Z	2014-06-21T12:05:00Z	Greenland Sea	2356	NPL022	10.1	48	marine biome	447	fjord	39	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	ISL	ARCT	Polar	Atlantic Arctic Province	0.059001445	Iceland Shelf and Sea	345	osd_er_1	South and West Iceland	Northern European Seas	Temperate Northern Atlantic
ERS667534	SAMEA3275520	ABOKM40	ENVO:00000447 âmarine biomeâ;            ENVO:00002042 âsurface waterâ;              ENVO:00002010 âseawaterâ                                	Sozopol bay (Zlatana ribka)	Black sea salinity is unique and bacterial diversity here is still in larger scale unstudied. In coastal zones this is even a more severe problem as these are with high ecological and public importance. Our interest are bacterial groups involved in biogeochemical processes in sediments and their interaction with the upstanding water column.	Research vessel, LEM	Niskin bottle	131	OSD131_2014-06-21_1m_NPL022	42.4138056	27.669	42.424831	27.699019	1	21/06/14	10:24:00+02	13:30:00+02	2014-06-21T08:24:00Z	2014-06-21T11:30:00Z	Black Sea	3319	NPL022	22.5	14.3	marine biome	447	coastal water body	2000049	coastal sea water	2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	BGR	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0.008359993	Black Sea	0	osd_er_7	Black Sea	Black Sea	Temperate Northern Atlantic
ERS667655	SAMEA3275634	ABOKM46	 Pouring rain for days before sampling.	Varna Bay	The link between bacterial diversity and microbial community function in the unique Black Sea is very interesting and important.	"research vessel ""Akademik"""	Nansen bottle	13	OSD13_2014-06-21_0m_NPL022	43.185	27.936667	43.185	27.936667	0	21/06/14	08:30:00+02	08:45:00+02	2014-06-21T06:30:00Z	2014-06-21T06:45:00Z	Black Sea	3319	NPL022	22.87	12.6	marine biome	447	surface water	2042	sea water	2149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	779	BGR	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0.019022073	Black Sea	0	osd_er_7	Black Sea	Black Sea	Temperate Northern Atlantic
ERS667533	SAMEA3275519	ABOKL90	beach 	Sdot YAM	OSD sampling day	deck beach	pump	132	OSD132_2014-06-22_0.5m_NPL022	32.0694	34.843	32.0694	34.843	0.5	22/06/14	10:45:00+02	11:00:00+02	2014-06-22T08:45:00Z	2014-06-22T09:00:00Z	Mediterranean Sea - Eastern Basin	4280	NPL022	27.3	39.35	marine biome	447	surface water	2042	oligotrophic water	2223	8.18	NA	1.57	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.56	NA	NA	NA	0.22	NA	0	ISR	MEDI	Westerlies	Mediterranean Sea, Black Sea Province	0.080743217	Mediterranean Sea	7736	osd_er_4	Levantine Sea	Mediterranean Sea	Temperate Northern Atlantic
ERS667532	SAMEA3275518	ABOKM17	Particulate matter	Robben Island	Water samples taken at surface of the Robben Island Site with a Niskin bottle and CTD profile dips taken at each site using XRX620 CTD.	Robben Island	5L Niskin bottle, 10L plastic bottles, XRX620 CTD.	133	OSD133_2014-06-21_0m_NPL022	-33.897069	18.386825	-33.93572	18.47147	0	21/06/14	09:24:00+02	10:14:00+02	2014-06-21T07:24:00Z	2014-06-21T08:14:00Z	South Atlantic Ocean	1914	NPL022	15.06	35.16	marine biome	447	surface water	2042	sea water	2149	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.87	NA	NA	NA	NA	NA	NA	NA	0.56	6.48	NA	NA	312	ZAF	EAFR	Coastal	E. Africa Coastal Province	0	Benguela Current	0	osd_er_2	Namaqua	Benguela	Temperate Southern Africa
ERS667528	SAMEA3275514	ABOKL43	Coastal Northern Atlantic water	Raunefjorden	OSD 2014	Boat	Environmental parameters were measured with CTD. Plastic tubes were used for pumping watersamples.	141	OSD141_2014-06-20_5m_NPL022	60.16121	5.11504	60.16121	5.11504	5	20/06/14	09:45:00+01	10:00:00+01	2014-06-20T08:45:00Z	2014-06-20T09:00:00Z	North Sea	2350	NPL022	10.13	30.67	marine biome	447	fjord	39	sea water	2149	7.91	0.2	NA	NA	NA	NA	98e10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	0.59	NA	NA	NA	1557	NOR	NECS	Coastal	NE Atlantic Shelves Province	0	North Sea	0	osd_er_5	Southern Norway	Northern European Seas	Temperate Northern Atlantic
