0010042,sheep's milk cheese
0010043,poultry meat product
0010044,porcine meat product
0010045,condiment
0010046,bovine meat product
0010047,distilled fermented grain beverage
0010048,distilled fermented beverage
0010049,soya food product
0010050,tea-based beverage
0010051,coffee-based beverage
0010052,fruit juice beverage
0010053,wheat product
0010054,maize product
0010055,fungal product
0010056,yeast product
0010057,microbial food product
0010058,solanaceous root product
0010059,plant root food product
0010060,potato product
0010061,confectionery product
0010062,cucurbit fruit product
0010063,citrus fruit product
0010064,melon fruit product
0010065,Cucumis melo fruit
0010066,Citrullus lanatus fruit
0010067,watermelon
0010068,citrus fruit beverage
0010069,pomaceous fruit beverage
0010070,pomaceous fruit product
0010071,fermented pomaceous fruit beverage
0010072,pomaceous fruit extract
0010073,citrus fruit extract
0010074,grape extract
0010075,solanaceous fruit product
0010076,tomato product
0010077,solanaceous food product
0010078,plant inflorescence food product
0010079,amaranthaceous food product
0010080,leguminous food product
0010081,cruciferous food product
0010082,grape fruit product
0010083,cruciferous inflorescence food product
0010084,nut food product
0010085,plant seed food product
0010086,plant lipid food product
0010087,plant stem food product
0010088,invertebrate food product
0010089,insect food product
0010090,honey product
0010091,amaranthaceous inflorescence food product
0010092,processed food product
0010093,cooked food product
0010094,pickled cruciferous food product
0010095,bread
0010096,algal food product
0010097,rice product
0010098,buckewheat product
0010099,sorghum product
0010100,milet product
0010101,oats product
0010102,rye product
0010103,barley product
0010104,quinoa product
0010105,fonio product
0010106,dry peas product
0010107,lentil product
0010108,pigeon pea product
0010109,bambara groundnut product
0010110,dry broad beans product
0010111,chickpea product
0010112,cowpea product
0010113,dry beans product
0010114,winged bean product
0010115,vetch seed product
0010116,yam bean product
0010117,velvet bean product
0010118,lupin seed product
0010119,jack bean product
0010120,hyacinth bean product
0010121,pulses
0010122,wheat flour
0010123,pasta
0010124,pastry
0010125,baked food product
0010126,candy
0010127,cacao food product
0010128,cream
0010129,milk
0010130,bee food product
0010131,cooked smoked sausage
0010132,smoked sausage
0010133,fresh smoked sausage
0010134,fresh sausage
0010135,dry sausage
0010136,cooked sausage
0010137,smoked meat
0010138,fruit preserve
0010139,jam
0010140,rennet product
0010141,processed cheese product
0010142,mustard
0010143,creamy salad dressing
0010144,vinaigrette
0010146,nut oil
0010147,mayonnaise
0010148,soy sauce
0010149,fresh  sea water fish
0010150,natural rennet
0010151,microbial rennet
0010152,vegetable rennet
0010153,genetically engineered rennet
0010154,processed pork
0010155,spice product
0010156,animal lipid food product
0010157,coffee
0010158,tea
0010159,hot chocolate
0010160,mate
0010162,dry stream valley
0010163,dry river valley
0010164,fish food product
0010165,freshwater fish product
0010166,fish egg product
0010167,avian food product
0010168,animal derived beverage
0010169,plant derived beverage
0010170,fermented plant derived beverage
0010171,non-fermented plant derived beverage
01000000,humus
01000001,mud
01000002,water well
01000003,oil well
01000004,concentration basin mediterranean sea biome
01000005,upwelling
01000006,coastal upwelling
01000007,microbial feature
01000008,microbial mat
01000009,biotic mesoscopic physical object
01000010,abiotic mesoscopic physical object
01000011,dairy product
01000012,milk product
01000013,fermented food product
01000014,wine
01000015,beer
01000016,silt
01000017,sand
01000018,gravel
01000019,cave floor
01000020,estuarine biome
01000022,marine salt marsh biome
01000023,marine pelagic biome
01000024,marine benthic biome
01000025,marine neritic benthic zone biome
01000026,marine bathyal zone biome
01000027,marine abyssal zone biome
01000028,marine hadal zone biome
01000029,marine reef biome
01000030,marine hydrothermal vent biome
01000032,neritic pelagic zone biome
01000033,oceanic pelagic zone biome
01000034,oceanic sea surface microlayer biome
01000035,oceanic epipelagic zone biome
01000036,oceanic mesopelagic zone biome
01000037,oceanic bathypelagic zone biome
01000038,oceanic abyssopelagic zone biome
01000039,oceanic hadal pelagic zone biome
01000040,oceanic benthopelagic zone biome
01000041,neritic sea surface microlayer biome
01000042,neritic epipelagic zone biome
01000043,neritic mesopelagic zone biome
01000044,marine pelagic feature
01000045,epeiric sea biome
01000046,marginal sea biome
01000047,mediterranean sea biome
01000048,ocean biome
01000049,marine coral reef biome
01000050,marine subtidal rocky reef biome
01000051,marine black smoker biome
01000052,marine white smoker biome
01000053,marine ultramafic hydrothermal vent biome
01000054,marine basaltic hydrothermal vent biome
01000057,marine algal bloom
01000058,kelp forest
01000059,sea grass bed
01000061,marine wind mixed layer
01000062,marine benthic storm
01000064,marine downwelling
01000065,marine oxygen minimum zone
01000066,marine anoxic zone
01000067,marine current
01000068,marine streamer
01000069,mesoscale marine eddy
01000070,terrigenous sediment
01000071,oceanic front
01000072,marine Taylor column
01000073,marine oligotrophic desert
01000074,oceanic gyre
01000075,marine thermocline
01000076,marine chemocline
01000077,marine pycnocline
01000078,marine nutricline
01000079,marine lysocline
01000080,pelagic isothermal surface
01000081,pelagic isohaline surface
01000082,biogenous sediment
01000083,pelagic isopycnal surface
01000084,estuarine front
01000085,plume front
01000086,coastal buoyancy current front
01000087,tidal mixing front
01000088,mid-shelf fronts
01000089,shelf-slope/shelf-break front
01000090,coastal upwelling front
01000091,topographic upwelling front
01000092,equatorial upwelling front
01000093,boundary current front
01000094,subtropical convergence front
01000095,marginal ice zone front
01000096,water mass front
01000097,surface convergence
01000098,deep ocean current
01000099,marine surface current
01000100,along-front current
01000101,warm surface current
01000102,cold surface current
01000103,western boundary current
01000104,eastern boundary current
01000105,marine benthic feature
01000106,permanent marine thermocline
01000107,seasonal marine thermocline
01000108,marine cold-water sphere
01000109,marine warm-water sphere
01000110,hydrogenous sediment
01000111,cosmogenous sediment
01000112,polymetallic nodule
01000113,suspended sediment
01000114,boulder sediment
01000115,cobble sediment
01000116,pebble sediment
01000117,granular sediment
01000118,sandy sediment
01000119,silty sediment
01000120,clay sediment
01000121,colloidal sediment
01000122,marine hydrothermal vent
01000123,marine sponge reef biome
01000124,neritic supra-littoral zone
01000125,nertic littoral zone
01000126,neritic sub-littoral zone
01000127,marine cold seep biome
01000128,dilution basin mediterranean sea biome
01000129,marine hydrothermal vent chimney
01000130,marine hydrothermal plume
01000131,mesophilic sediment
01000132,thermophilic sediment
01000133,hyperthermophilic sediment
01000134,hydrothermal fluid
01000135,nitrate-reducing sediment
01000136,drop stone
01000137,organic matter fall
01000138,plant matter fall
01000139,animal matter fall
01000140,whale fall
01000141,seal fall
